Order ID;Restaurant Name;Location;Order Time;Delivery Time;Delivery Duration (min);Pizza Size;Pizza Type;Toppings Count;Distance (km);Traffic Level;Payment Method;Is Peak Hour;Is Weekend;Delivery Efficiency (min/km);Topping Density;Order Month;Payment Category;Estimated Duration (min);Delay (min);Is Delayed;Pizza Complexity;Traffic Impact;Order Hour;Restaurant Avg Time;Price ($)
ORD777;Domino's;Albuquerque, NM;29/11/2025 19:00;29/11/2025 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;November;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD785;Domino's;Albuquerque, NM;07/12/2025 19:00;07/12/2025 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;December;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD790;Domino's;Albuquerque, NM;12/12/2025 19:15;12/12/2025 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;December;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD795;Domino's;Albuquerque, NM;17/12/2025 19:30;17/12/2025 20:00;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;December;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD800;Domino's;Albuquerque, NM;22/12/2025 19:00;22/12/2025 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;December;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD805;Domino's;Albuquerque, NM;27/12/2025 19:15;27/12/2025 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;December;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD813;Domino's;Albuquerque, NM;27/12/2025 19:15;27/12/2025 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;December;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD818;Domino's;Albuquerque, NM;01/01/2026 19:30;01/01/2026 20:00;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;January;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD823;Domino's;Albuquerque, NM;06/01/2026 19:00;06/01/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;January;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD828;Domino's;Albuquerque, NM;11/01/2026 19:15;11/01/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;January;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD833;Domino's;Albuquerque, NM;16/01/2026 19:30;16/01/2026 20:00;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;January;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD841;Domino's;Albuquerque, NM;24/01/2026 19:00;24/01/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;January;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD846;Domino's;Albuquerque, NM;29/01/2026 19:15;29/01/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;January;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD851;Domino's;Albuquerque, NM;03/02/2026 19:30;03/02/2026 20:00;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;February;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD856;Domino's;Albuquerque, NM;08/02/2026 19:00;08/02/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;February;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD861;Domino's;Albuquerque, NM;13/02/2026 19:15;13/02/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;February;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD869;Domino's;Albuquerque, NM;21/02/2026 19:15;21/02/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;February;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD874;Domino's;Albuquerque, NM;26/02/2026 19:00;26/02/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;February;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD879;Domino's;Albuquerque, NM;03/03/2026 19:15;03/03/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;March;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD884;Domino's;Albuquerque, NM;08/03/2026 19:00;08/03/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;March;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD889;Domino's;Albuquerque, NM;13/03/2026 19:15;13/03/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;March;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD897;Domino's;Albuquerque, NM;21/03/2026 19:00;21/03/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;March;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD902;Domino's;Albuquerque, NM;26/03/2026 19:15;26/03/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;March;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD907;Domino's;Albuquerque, NM;31/03/2026 19:00;31/03/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;March;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD912;Domino's;Albuquerque, NM;05/04/2026 19:15;05/04/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;April;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD917;Domino's;Albuquerque, NM;10/04/2026 19:00;10/04/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;April;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD925;Domino's;Albuquerque, NM;18/04/2026 19:00;18/04/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;April;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD930;Domino's;Albuquerque, NM;23/04/2026 19:15;23/04/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;April;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD935;Domino's;Albuquerque, NM;28/04/2026 19:00;28/04/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;April;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD940;Domino's;Albuquerque, NM;03/05/2026 19:15;03/05/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;May;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD945;Domino's;Albuquerque, NM;08/05/2026 19:00;08/05/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;May;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD953;Domino's;Albuquerque, NM;16/05/2026 19:00;16/05/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;May;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD958;Domino's;Albuquerque, NM;21/05/2026 19:15;21/05/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;May;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD963;Domino's;Albuquerque, NM;26/05/2026 19:00;26/05/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;May;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD968;Domino's;Albuquerque, NM;31/05/2026 19:15;31/05/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;May;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD973;Domino's;Albuquerque, NM;05/06/2026 19:00;05/06/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;June;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD981;Domino's;Albuquerque, NM;13/06/2026 19:00;13/06/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;June;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD986;Domino's;Albuquerque, NM;18/06/2026 19:15;18/06/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;June;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD991;Domino's;Albuquerque, NM;23/06/2026 19:00;23/06/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;June;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD996;Domino's;Albuquerque, NM;28/06/2026 19:15;28/06/2026 19:45;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;VERDADERO;5,454545455;0,727272727;June;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD1001;Domino's;Albuquerque, NM;03/07/2026 19:00;03/07/2026 19:30;30;Large;Sicilian;4;5,5;Medium;UPI;VERDADERO;FALSO;5,454545455;0,727272727;July;Online;13,2;16,8;FALSO;12;2;19;30,25943396;14,2
ORD126;Domino's;New York, NY;01/08/2024 18:00;01/08/2024 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;August;Online;7,2;12,8;FALSO;4;1;18;30,25943396;9,9
ORD307;Domino's;New York, NY;26/08/2024 18:00;26/08/2024 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;August;Online;7,2;12,8;FALSO;4;1;18;30,25943396;9,9
ORD332;Domino's;New York, NY;20/09/2024 18:00;20/09/2024 18:20;20;Medium;Veg;2;3;Low;Domino's Cash;VERDADERO;FALSO;6,666666667;0,666666667;September;Offline;7,2;12,8;FALSO;4;1;18;30,25943396;9,9
ORD362;Domino's;New York, NY;20/10/2024 18:00;20/10/2024 18:20;20;Medium;Veg;2;3;Low;Domino's Cash;VERDADERO;VERDADERO;6,666666667;0,666666667;October;Offline;7,2;12,8;FALSO;4;1;18;30,25943396;9,9
ORD388;Domino's;New York, NY;15/11/2024 18:00;15/11/2024 18:20;20;Medium;Veg;2;3;Low;Domino's Cash;VERDADERO;FALSO;6,666666667;0,666666667;November;Offline;7,2;12,8;FALSO;4;1;18;30,25943396;9,9
ORD414;Domino's;New York, NY;11/12/2024 18:00;11/12/2024 18:20;20;Medium;Veg;2;3;Low;Domino's Cash;VERDADERO;FALSO;6,666666667;0,666666667;December;Offline;7,2;12,8;FALSO;4;1;18;30,25943396;9,9
ORD450;Domino's;New York, NY;06/01/2025 18:00;06/01/2025 18:20;20;Medium;Veg;2;3;Low;Domino's Cash;VERDADERO;FALSO;6,666666667;0,666666667;January;Offline;7,2;12,8;FALSO;4;1;18;30,25943396;9,9
ORD461;Domino's;New York, NY;17/01/2025 18:00;17/01/2025 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;January;Online;7,2;12,8;FALSO;4;1;18;30,25943396;9,9
ORD453;Little Caesars;Houston, TX;09/01/2025 18:00;09/01/2025 18:30;30;Medium;Thai Chicken;3;5;Medium;Card;VERDADERO;FALSO;6;0,6;January;Online;12;18;FALSO;6;2;18;28,84422111;11,6
ORD501;Little Caesars;Wichita, KS;26/02/2025 20:30;26/02/2025 21:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;FALSO;5;0,625;February;Online;19,2;20,8;VERDADERO;20;3;20;28,84422111;17,5
ORD027;Papa John's;Denver, CO;27/01/2024 19:15;27/01/2024 19:40;25;Small;Vegan;2;2;Medium;UPI;VERDADERO;VERDADERO;12,5;1;January;Online;4,8;20,2;FALSO;2;2;19;28,18627451;7,7
ORD052;Papa John's;Denver, CO;22/02/2024 20:15;22/02/2024 20:40;25;Small;Vegan;2;2;High;Card;VERDADERO;FALSO;12,5;1;February;Online;4,8;20,2;FALSO;2;3;20;28,18627451;7,7
ORD072;Papa John's;Denver, CO;13/03/2024 20:15;13/03/2024 20:40;25;Small;Vegan;2;2;High;Cash;VERDADERO;FALSO;12,5;1;March;Offline;4,8;20,2;FALSO;2;3;20;28,18627451;7,7
ORD092;Papa John's;Denver, CO;02/04/2024 20:15;02/04/2024 20:40;25;Small;Vegan;2;2;High;Cash;VERDADERO;FALSO;12,5;1;April;Offline;4,8;20,2;FALSO;2;3;20;28,18627451;7,7
ORD102;Papa John's;Denver, CO;12/04/2024 20:15;12/04/2024 20:40;25;Small;Vegan;2;2;High;Cash;VERDADERO;FALSO;12,5;1;April;Offline;4,8;20,2;FALSO;2;3;20;28,18627451;7,7
ORD122;Papa John's;Denver, CO;02/05/2024 20:15;02/05/2024 20:40;25;Small;Vegan;2;2;High;Cash;VERDADERO;FALSO;12,5;1;May;Offline;4,8;20,2;FALSO;2;3;20;28,18627451;7,7
ORD132;Papa John's;Denver, CO;07/08/2024 18:30;07/08/2024 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;August;Online;4,8;15,2;FALSO;2;1;18;28,18627451;7,7
ORD157;Papa John's;Denver, CO;07/08/2024 20:10;07/08/2024 20:45;35;Small;Vegan;2;4;High;Card;VERDADERO;FALSO;8,75;0,5;August;Online;9,6;25,4;VERDADERO;2;3;20;28,18627451;7,7
ORD167;Papa John's;Denver, CO;17/08/2024 20:05;17/08/2024 20:35;30;Small;Vegan;2;4;Low;Card;VERDADERO;VERDADERO;7,5;0,5;August;Online;9,6;20,4;FALSO;2;1;20;28,18627451;7,7
ORD187;Papa John's;Denver, CO;02/07/2024 20:15;02/07/2024 20:40;25;Small;Vegan;2;2;High;Cash;VERDADERO;FALSO;12,5;1;July;Offline;4,8;20,2;FALSO;2;3;20;28,18627451;7,7
ORD207;Papa John's;Denver, CO;22/07/2024 20:15;22/07/2024 20:40;25;Small;Vegan;2;2,5;Medium;Cash;VERDADERO;FALSO;10;0,8;July;Offline;6;19;FALSO;2;2;20;28,18627451;7,7
ORD227;Papa John's;Denver, CO;11/08/2024 20:15;11/08/2024 20:40;25;Small;Vegan;2;2,5;Medium;Cash;VERDADERO;VERDADERO;10;0,8;August;Offline;6;19;FALSO;2;2;20;28,18627451;7,7
ORD235;Papa John's;Denver, CO;19/08/2024 20:15;19/08/2024 20:35;20;Small;Vegan;2;2,5;Medium;Cash;VERDADERO;FALSO;8;0,8;August;Offline;6;14;FALSO;2;2;20;28,18627451;7,7
ORD245;Papa John's;Denver, CO;29/08/2024 20:15;29/08/2024 20:40;25;Small;Vegan;2;2,5;Medium;Cash;VERDADERO;FALSO;10;0,8;August;Offline;6;19;FALSO;2;2;20;28,18627451;7,7
ORD255;Papa John's;Denver, CO;08/09/2024 20:15;08/09/2024 20:40;25;Small;Vegan;2;2,5;Medium;Cash;VERDADERO;VERDADERO;10;0,8;September;Offline;6;19;FALSO;2;2;20;28,18627451;7,7
ORD313;Papa John's;Denver, CO;01/09/2024 18:30;01/09/2024 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;VERDADERO;10;1;September;Online;4,8;15,2;FALSO;2;1;18;28,18627451;7,7
ORD343;Papa John's;Denver, CO;01/10/2024 18:30;01/10/2024 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;October;Online;4,8;15,2;FALSO;2;1;18;28,18627451;7,7
ORD369;Papa John's;Denver, CO;27/10/2024 18:30;27/10/2024 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;VERDADERO;10;1;October;Online;4,8;15,2;FALSO;2;1;18;28,18627451;7,7
ORD395;Papa John's;Denver, CO;22/11/2024 18:30;22/11/2024 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;November;Online;4,8;15,2;FALSO;2;1;18;28,18627451;7,7
ORD421;Papa John's;Denver, CO;18/12/2024 18:30;18/12/2024 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;December;Online;4,8;15,2;FALSO;2;1;18;28,18627451;7,7
ORD431;Papa John's;Denver, CO;18/12/2024 18:30;18/12/2024 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;December;Online;4,8;15,2;FALSO;2;1;18;28,18627451;7,7
ORD459;Papa John's;Denver, CO;15/01/2025 18:30;15/01/2025 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;January;Online;4,8;15,2;FALSO;2;1;18;28,18627451;7,7
ORD499;Papa John's;Arlington, TX;24/02/2025 18:00;24/02/2025 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;February;Online;7,2;12,8;FALSO;4;1;18;28,18627451;9,9
ORD028;Little Caesars;Boston, MA;28/01/2024 18:30;28/01/2024 18:50;20;Medium;Non-Veg;3;3,5;High;Cash;VERDADERO;VERDADERO;5,714285714;0,857142857;January;Offline;8,4;11,6;FALSO;6;3;18;28,84422111;11,6
ORD053;Little Caesars;Boston, MA;23/02/2024 18:30;23/02/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;UPI;VERDADERO;FALSO;5,714285714;0,857142857;February;Online;8,4;11,6;FALSO;6;1;18;28,84422111;11,6
ORD073;Little Caesars;Boston, MA;14/03/2024 18:30;14/03/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;FALSO;5,714285714;0,857142857;March;Online;8,4;11,6;FALSO;6;1;18;28,84422111;11,6
ORD093;Little Caesars;Boston, MA;03/04/2024 18:30;03/04/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;FALSO;5,714285714;0,857142857;April;Online;8,4;11,6;FALSO;6;1;18;28,84422111;11,6
ORD103;Little Caesars;Boston, MA;13/04/2024 18:30;13/04/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;VERDADERO;5,714285714;0,857142857;April;Online;8,4;11,6;FALSO;6;1;18;28,84422111;11,6
ORD123;Little Caesars;Boston, MA;03/05/2024 18:30;03/05/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;FALSO;5,714285714;0,857142857;May;Online;8,4;11,6;FALSO;6;1;18;28,84422111;11,6
ORD158;Little Caesars;Boston, MA;08/08/2024 18:00;08/08/2024 18:25;25;Medium;Non-Veg;3;3,5;Low;UPI;VERDADERO;FALSO;7,142857143;0,857142857;August;Online;8,4;16,6;FALSO;6;1;18;28,84422111;11,6
ORD168;Little Caesars;Boston, MA;18/08/2024 18:00;18/08/2024 18:25;25;Medium;Non-Veg;3;3,5;High;UPI;VERDADERO;VERDADERO;7,142857143;0,857142857;August;Online;8,4;16,6;FALSO;6;3;18;28,84422111;11,6
ORD188;Little Caesars;Boston, MA;03/07/2024 18:30;03/07/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;FALSO;5,714285714;0,857142857;July;Online;8,4;11,6;FALSO;6;1;18;28,84422111;11,6
ORD208;Little Caesars;Boston, MA;23/07/2024 18:30;23/07/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;FALSO;5,714285714;0,857142857;July;Online;8,4;11,6;FALSO;6;1;18;28,84422111;11,6
ORD228;Little Caesars;Boston, MA;12/08/2024 18:30;12/08/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;FALSO;5,714285714;0,857142857;August;Online;8,4;11,6;FALSO;6;1;18;28,84422111;11,6
ORD236;Little Caesars;Boston, MA;20/08/2024 18:30;20/08/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;FALSO;5,714285714;0,857142857;August;Online;8,4;11,6;FALSO;6;1;18;28,84422111;11,6
ORD246;Little Caesars;Boston, MA;30/08/2024 18:30;30/08/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;FALSO;5,714285714;0,857142857;August;Online;8,4;11,6;FALSO;6;1;18;28,84422111;11,6
ORD256;Little Caesars;Boston, MA;09/09/2024 18:30;09/09/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;FALSO;5,714285714;0,857142857;September;Online;8,4;11,6;FALSO;6;1;18;28,84422111;11,6
ORD645;Pizza Hut;Dallas, TX;20/06/2025 19:00;20/06/2025 19:30;30;Medium;Stuffed Crust;4;5,8;Medium;Card;VERDADERO;FALSO;5,172413793;0,689655172;June;Online;13,92;16,08;FALSO;8;2;19;29,94845361;12,8
ORD641;Domino's;Los Angeles, CA;19/06/2025 18:15;19/06/2025 18:55;40;Large;Cheese Burst;5;6,3;Medium;Cash;VERDADERO;FALSO;6,349206349;0,793650794;June;Offline;15,12;24,88;VERDADERO;15;2;18;30,25943396;15
ORD697;Pizza Hut;Atlanta, GA;10/09/2025 19:00;10/09/2025 19:30;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;September;Online;9,6;20,4;FALSO;4;1;19;29,94845361;9,9
ORD702;Pizza Hut;Atlanta, GA;15/09/2025 19:15;15/09/2025 19:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;September;Online;9,6;20,4;FALSO;4;1;19;29,94845361;9,9
ORD707;Pizza Hut;Atlanta, GA;20/09/2025 19:30;20/09/2025 20:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;September;Online;9,6;20,4;FALSO;4;1;19;29,94845361;9,9
ORD712;Pizza Hut;Atlanta, GA;25/09/2025 20:45;25/09/2025 21:15;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;September;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD717;Pizza Hut;Atlanta, GA;30/09/2025 20:15;30/09/2025 20:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;September;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD722;Pizza Hut;Atlanta, GA;05/10/2025 20:30;05/10/2025 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;October;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD730;Pizza Hut;Atlanta, GA;13/10/2025 20:30;13/10/2025 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;October;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD735;Pizza Hut;Atlanta, GA;18/10/2025 20:45;18/10/2025 21:15;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;October;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD740;Pizza Hut;Atlanta, GA;23/10/2025 20:15;23/10/2025 20:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;October;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD745;Pizza Hut;Atlanta, GA;28/10/2025 20:30;28/10/2025 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;October;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD750;Pizza Hut;Atlanta, GA;02/11/2025 20:45;02/11/2025 21:15;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;November;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD758;Pizza Hut;Atlanta, GA;10/11/2025 20:45;10/11/2025 21:15;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;November;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD763;Pizza Hut;Atlanta, GA;15/11/2025 20:15;15/11/2025 20:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;November;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD768;Pizza Hut;Atlanta, GA;20/11/2025 20:30;20/11/2025 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;November;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD773;Pizza Hut;Atlanta, GA;25/11/2025 20:45;25/11/2025 21:15;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;November;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD778;Pizza Hut;Atlanta, GA;30/11/2025 20:15;30/11/2025 20:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;November;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD786;Pizza Hut;Atlanta, GA;08/12/2025 20:15;08/12/2025 20:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;December;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD791;Pizza Hut;Atlanta, GA;13/12/2025 20:30;13/12/2025 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;December;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD796;Pizza Hut;Atlanta, GA;18/12/2025 20:45;18/12/2025 21:15;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;December;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD801;Pizza Hut;Atlanta, GA;23/12/2025 20:15;23/12/2025 20:45;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;December;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD806;Pizza Hut;Atlanta, GA;28/12/2025 20:30;28/12/2025 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;December;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD814;Pizza Hut;Atlanta, GA;28/12/2025 20:30;28/12/2025 21:00;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;VERDADERO;7,5;0,5;December;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
ORD819;Pizza Hut;Atlanta, GA;02/01/2026 20:45;02/01/2026 21:15;30;Medium;Veg;2;4;Low;Wallet;VERDADERO;FALSO;7,5;0,5;January;Online;9,6;20,4;FALSO;4;1;20;29,94845361;9,9
